Geography,Geographic Area Name,Zipcode,Male,Female,Median age (years),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Total housing units,Households Total,Households Mean income (dollars),Families - Median income (dollars),Families - Mean income (dollars),Married-couple families - Median income (dollars),Nonfamily households - Median income (dollars),Nonfamily households - Mean income (dollars),Total Workers 16 years and over,Workers Median age (years),Workers Native,Workers Foreign born,Workers Foreign born - Naturalized U.S. citizen,Workers Foreign born - Not a U.S. citizen,Speak language other than English,Workers Median earnings (dollars),Workers 16 years and over who did not work from home,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Less than high school graduate,Tota - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!High school graduate (includes equivalency),Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Some college or associate's degree,Total - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings Bachelor's degree,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Graduate or professional degree,Total Population,Total Disability ,Total Disability  Male,Total Disability Female,Total Disability  With a hearing difficulty,Total Disability  With a vision difficulty,Total Disability  With a cognitive difficulty,Total Disability  With an ambulatory difficulty,Total Disability  With a self-care difficulty,Total Disability With an independent living difficulty,Percent with a disability
860Z200US63853,ZCTA5 63853,63853,45,62,50.8,2,5,4,5,7,13,4,19,0,15,24,7,2,75,63,78978,,153137,,,22978,46,47.1,100,0,0,0,0,35250,36,35313,11429,,37917,,,107,35,15,20,13,4,23,25,10,14,32.7
860Z200US63855,ZCTA5 63855,63855,405,369,45,45,59,41,51,3,109,79,63,64,52,120,20,68,464,344,67246,75288,76796,77500,22639,48215,290,40.8,100,0,0,0,0,37386,286,40221,24038,41786,36667,41771,45625,774,232,144,88,92,59,98,115,38,76,30
860Z200US63857,ZCTA5 63857,63857,5743,6221,39.9,646,876,1135,833,586,1354,1260,1555,832,641,1329,635,282,5559,4790,69478,66502,84675,84591,25762,36685,4772,42.8,97.4,2.6,0.3,2.3,6.3,39308,4599,39580,24392,33477,38171,44219,52574,11556,2538,1277,1261,890,566,961,1403,544,950,22
860Z200US63860,ZCTA5 63860,63860,91,109,48.1,0,21,7,20,4,0,47,39,14,0,35,13,0,80,80,49456,44821,49060,,,,64,59.3,100,0,0,0,0,,64,,,37143,,,,200,90,47,43,0,10,27,86,44,48,45
860Z200US63862,ZCTA5 63862,63862,618,697,39.4,133,64,127,85,74,106,135,177,103,84,156,50,21,587,474,58562,61333,68348,80625,33654,32434,464,47.7,100,0,0,0,0,34939,433,35000,32143,31429,40625,71875,56500,1313,275,149,126,76,108,118,114,45,79,20.9
860Z200US63863,ZCTA5 63863,63863,2450,2898,39.3,412,340,467,234,208,632,725,635,263,355,642,338,97,2697,2253,71993,65337,93137,73823,33776,35788,1929,40.2,97.8,2.2,0.9,1.3,3.6,37693,1897,39734,35130,39560,45327,32417,71800,5263,1155,506,649,311,333,423,541,240,454,21.9
860Z200US63866,ZCTA5 63866,63866,201,247,36.6,39,38,39,27,15,46,51,23,65,60,29,16,0,214,184,46357,55833,57182,68533,28333,32284,159,45.5,100,0,0,0,0,37109,159,44107,,52750,43929,,,448,98,33,65,35,43,21,74,21,30,21.9
860Z200US63867,ZCTA5 63867,63867,391,464,48.6,26,19,76,41,36,92,74,161,43,81,127,30,49,442,375,51757,51146,59507,53958,35625,33594,303,48.4,100,0,0,0,0,35625,278,36192,,39659,46771,,,795,155,47,108,42,21,23,108,17,42,19.5
860Z200US63868,ZCTA5 63868,63868,327,363,44.7,34,35,55,6,40,92,93,69,41,72,104,31,18,395,342,42114,42250,49646,47969,26625,26088,241,37.4,98.3,1.7,0,1.7,10.8,32109,241,31493,30268,35000,30074,,,690,213,95,118,72,55,80,147,61,102,30.9
860Z200US63869,ZCTA5 63869,63869,1775,1409,42.9,247,171,143,142,257,379,310,386,185,247,471,132,114,1691,1409,64146,63274,77518,91629,31827,45662,1267,40.6,100,0,0,0,2.6,36551,1255,36951,41214,36441,29667,,61078,3072,535,250,285,205,106,140,326,152,222,17.4
860Z200US63870,ZCTA5 63870,63870,531,527,33.5,85,77,143,85,59,105,200,58,48,70,98,28,2,459,404,59565,50795,61595,76750,35000,46671,404,37.8,99.3,0.7,0,0.7,11.1,32500,385,29500,23889,38681,23438,,136023,1058,124,68,56,34,26,48,82,23,45,11.7
860Z200US63873,ZCTA5 63873,63873,1940,2156,43.2,190,190,402,289,174,478,457,635,422,242,324,187,106,2013,1774,75702,63017,86585,99485,21630,33646,1663,45.7,97.5,2.5,0.9,1.6,4.3,36400,1546,38292,24758,36322,42396,,51113,4037,787,395,392,259,111,253,469,171,361,19.5
860Z200US63874,ZCTA5 63874,63874,123,120,47.2,9,13,35,10,11,21,20,39,6,12,48,14,5,152,117,54498,70833,70247,59583,33917,32110,102,47.3,100,0,0,0,2.9,33333,102,32083,,30625,38125,,,243,62,27,35,41,11,14,45,13,33,25.5
860Z200US63876,ZCTA5 63876,63876,1034,1064,43.5,138,121,114,166,138,156,262,266,128,125,296,124,64,967,792,60251,54318,72822,70625,15000,31633,642,43.9,82.7,17.3,1.6,15.7,28,35227,618,29091,34167,22361,41339,50250,61406,1985,564,293,271,214,186,205,256,109,224,28.4
860Z200US63877,ZCTA5 63877,63877,1366,1693,39.8,192,302,146,180,128,395,314,439,130,270,269,202,92,1573,1251,69941,60536,87776,102151,25857,36195,1131,43.3,100,0,0,0,5.7,40988,1045,40900,16860,40192,54196,42444,45156,3001,635,326,309,224,135,124,471,76,185,21.2
860Z200US63878,ZCTA5 63878,63878,76,32,43.2,3,6,0,16,2,11,20,2,5,30,8,5,0,54,41,49685,,50525,,,,36,35.8,100,0,0,0,0,,36,,,,,,,108,47,29,18,3,16,16,43,1,15,43.5
860Z200US63879,ZCTA5 63879,63879,393,348,52.5,25,36,14,56,28,66,75,112,51,78,133,49,18,362,340,60072,64773,73532,67143,28750,36615,265,45.4,100,0,0,0,1.1,34306,254,43571,,36250,51538,52917,36250,741,231,158,73,78,49,88,125,37,110,31.2
860Z200US63880,ZCTA5 63880,63880,54,14,1.5,46,0,0,0,0,22,0,0,0,0,0,0,0,26,8,,,,,,,8,,100,0,0,0,0,,8,,,,,,,68,0,0,0,0,0,0,0,0,0,0
860Z200US63882,ZCTA5 63882,63882,198,126,36.1,46,27,33,6,18,31,32,33,9,35,40,14,0,204,149,43705,30781,49780,,,30536,108,54.3,100,0,0,0,2.8,35750,102,35000,,,43250,40500,,324,82,40,42,17,9,18,57,21,16,25.3
860Z200US63901,ZCTA5 63901,63901,16804,18116,37.9,2401,2121,2542,2324,1919,4484,4089,4325,1622,2722,3707,2099,565,15478,13477,64813,64453,78887,76483,25983,39143,14119,38.6,98.1,1.9,0.7,1.1,3.2,33502,13536,34586,25250,29552,35982,46333,55250,34398,7930,3628,4302,2202,1187,3442,4488,1639,2874,23.1
860Z200US63932,ZCTA5 63932,63932,448,464,41.1,50,93,49,59,58,108,79,221,80,45,24,46,0,434,358,68239,80833,83704,105250,42682,40261,553,50.2,100,0,0,0,0,41069,482,40565,30481,38750,41432,36927,,912,195,148,47,107,20,61,60,42,76,21.4
860Z200US63933,ZCTA5 63933,63933,1438,1661,40,208,159,216,243,200,295,378,345,347,237,150,203,118,1459,1163,64414,59063,80947,77895,24375,31070,1297,42.2,99.8,0.2,0,0.2,0.6,36563,1247,37116,35462,33889,40757,33462,,3033,664,316,348,193,129,243,314,169,212,21.9
860Z200US63934,ZCTA5 63934,63934,8,0,,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,,,,,,,0,,,,,,,,0,,,,,,,8,0,0,0,0,0,0,0,0,0,0
860Z200US63935,ZCTA5 63935,63935,3896,4121,40.8,445,548,532,557,357,969,925,972,642,576,849,491,154,3716,2928,59223,61027,71969,62755,20922,29366,3018,42.5,97.9,2.1,1.4,0.7,1,31937,2743,33792,17696,33715,30711,47344,59000,7958,1823,938,885,549,444,688,1054,348,738,22.9
860Z200US63936,ZCTA5 63936,63936,200,291,45.2,3,17,14,80,14,53,62,80,38,23,33,60,14,232,187,76094,71932,89357,89063,19500,25466,221,42.8,98.2,1.8,0,1.8,3.6,29432,216,29318,,38542,,"250,000+",,491,51,14,37,37,4,22,40,25,25,10.4
860Z200US63937,ZCTA5 63937,63937,1290,1299,42.4,240,158,158,134,158,236,252,327,168,150,356,248,4,1177,959,91894,98188,100451,105758,41554,39615,1254,45.2,99.4,0.6,0,0.6,4.2,42849,1070,43808,29659,46932,34125,,100169,2589,505,245,260,217,95,140,192,13,112,19.5
860Z200US63939,ZCTA5 63939,63939,566,515,41.8,112,57,16,68,67,149,105,147,62,60,133,97,8,635,455,59947,64743,76996,64761,21490,24198,486,36,100,0,0,0,2.3,40185,447,47176,47396,33534,46250,68750,,1081,319,155,164,61,51,172,200,59,126,29.5
860Z200US63940,ZCTA5 63940,63940,741,760,53.5,71,93,47,94,22,124,107,205,37,228,299,75,99,654,606,69782,57868,77012,57679,32917,36466,576,50.6,100,0,0,0,1.2,34048,503,34167,28068,32031,40481,,,1501,332,138,194,51,45,72,267,66,169,22.1
860Z200US63941,ZCTA5 63941,63941,96,114,37.4,24,0,25,18,0,25,36,11,18,15,9,29,0,166,78,37733,,28832,,39583,,65,53.2,100,0,0,0,0,,40,,,8194,,,,210,38,16,22,16,6,14,27,0,23,18.1
860Z200US63942,ZCTA5 63942,63942,189,243,50.3,38,46,13,32,1,37,31,33,24,56,92,22,7,201,163,57194,63333,64067,75729,19375,34949,132,47.5,100,0,0,0,0,33056,115,33472,,29107,43654,,,432,93,36,57,11,21,44,48,9,49,21.5
860Z200US63943,ZCTA5 63943,63943,538,399,44.8,28,38,15,31,76,88,194,90,64,65,210,38,0,480,402,49191,,58032,50469,36310,37591,388,38.9,100,0,0,0,0,29038,346,30269,27708,30750,,"2,500-",,937,338,255,83,85,118,168,261,56,189,36.1
860Z200US63944,ZCTA5 63944,63944,829,670,45.6,38,44,134,83,40,203,181,189,200,27,180,93,87,732,551,83691,98125,106469,109375,33281,36946,585,41.8,100,0,0,0,0,41780,540,45167,75694,20611,60509,,,1411,269,172,97,115,153,75,166,41,107,19.1
860Z200US63945,ZCTA5 63945,63945,599,679,45.9,85,149,81,42,14,121,92,121,86,175,259,53,0,608,488,59842,48950,69385,49625,47531,37858,477,45.7,100,0,0,0,4.4,34850,477,33571,48391,25574,37928,,,1278,172,125,47,48,53,67,100,0,70,13.5
860Z200US63950,ZCTA5 63950,63950,16,18,,0,0,0,0,0,0,0,0,0,18,0,16,0,29,16,,,,,,,0,,,,,,,,0,,,,,,,34,16,16,0,16,0,0,0,0,0,47.1
860Z200US63951,ZCTA5 63951,63951,72,98,58.9,0,0,0,5,0,0,12,11,59,0,7,39,37,126,98,35674,42829,40614,43289,,,75,58,100,0,0,0,0,27788,75,27788,,28654,,,,170,59,23,36,59,11,11,11,11,23,34.7
860Z200US63952,ZCTA5 63952,63952,109,207,48.8,58,0,2,23,3,40,19,24,30,28,46,43,0,165,112,53648,38750,58198,49583,26250,24181,96,39.3,100,0,0,0,0,16250,96,16000,,11683,43214,,,316,114,76,38,41,8,43,61,22,38,36.1
860Z200US63953,ZCTA5 63953,63953,354,330,53.1,17,9,52,39,37,28,61,125,73,52,88,84,19,488,352,53518,67500,71967,75268,18333,37769,246,50.8,100,0,0,0,0,33750,228,35625,48750,32083,29531,,,684,280,169,111,83,60,109,167,30,99,40.9
860Z200US63954,ZCTA5 63954,63954,616,365,47.4,30,61,61,55,34,87,141,116,104,89,168,28,7,454,381,79797,49154,73649,49449,17000,87040,416,42.6,100,0,0,0,0,28245,377,27527,"2,500-",18533,67882,118563,,972,278,183,95,43,32,167,154,46,133,28.6
860Z200US63955,ZCTA5 63955,63955,25,33,65.9,0,0,0,0,0,0,7,3,5,7,24,12,0,81,39,46185,66250,59788,66250,,35668,21,58.1,100,0,0,0,0,29063,21,29063,,,25417,,,58,13,5,8,13,0,0,2,0,0,22.4
860Z200US63956,ZCTA5 63956,63956,316,309,63.3,0,33,48,12,5,1,47,81,24,84,212,78,0,366,264,62636,59000,75370,57583,41176,41068,134,48.7,100,0,0,0,0,67903,134,67863,,,,,,618,216,126,90,81,56,87,87,36,98,35
860Z200US63957,ZCTA5 63957,63957,2403,2665,44.6,273,163,426,334,212,606,539,532,430,468,566,330,189,2964,2171,51946,51941,68399,54267,20262,29220,1722,40.8,99.9,0.1,0,0.1,0,29387,1579,29507,28807,25200,36639,42619,,5005,1745,903,842,439,462,720,908,327,783,34.9
860Z200US63960,ZCTA5 63960,63960,1631,1817,36.6,312,240,185,190,216,478,444,364,227,234,305,140,113,1442,1197,59783,73862,74946,77614,17250,23966,1206,40.3,100,0,0,0,0.7,39229,1185,38157,16729,37061,36625,43527,59375,3403,702,459,243,191,209,253,338,183,276,20.6
860Z200US63961,ZCTA5 63961,63961,901,754,40.3,94,81,51,150,199,153,320,118,64,61,181,148,35,787,645,76886,53750,75256,70875,22297,75205,735,37.3,100,0,0,0,1.2,23814,702,25474,11546,30000,28021,31806,,1655,416,238,178,117,87,231,199,67,138,25.1
860Z200US63962,ZCTA5 63962,63962,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,,,,,,,0,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,
860Z200US63964,ZCTA5 63964,63964,310,354,37.3,48,58,91,101,28,0,85,99,8,8,84,44,10,284,217,54951,44625,64420,78333,38061,29891,200,52,100,0,0,0,4.5,26528,200,26736,22991,,,,,664,78,57,21,18,15,38,34,7,32,11.7
860Z200US63965,ZCTA5 63965,63965,1111,1322,41.3,96,195,300,199,64,247,219,330,189,149,207,204,34,1257,866,42769,50313,54264,55764,16614,24549,823,43.8,99.6,0.4,0.4,0,0.4,30883,792,30556,21228,30195,31563,56458,41080,2398,777,333,444,120,141,390,510,329,357,32.4
860Z200US63966,ZCTA5 63966,63966,1267,916,52.4,41,56,188,68,147,110,275,295,213,376,290,124,0,1512,918,63347,73408,82405,73869,21536,29867,767,55.1,100,0,0,0,0.3,40170,767,39453,47734,38444,,,82500,2183,609,384,225,226,92,299,336,102,214,27.9
860Z200US63967,ZCTA5 63967,63967,742,674,49.8,54,37,73,66,46,116,177,217,101,159,246,114,10,1013,652,71075,79250,82908,89276,30156,40534,637,48,100,0,0,0,0,34313,564,33188,30585,29680,48289,64750,66250,1416,301,155,146,146,65,85,147,42,66,21.3
860Z200US64001,ZCTA5 64001,64001,414,501,39.1,18,166,41,87,57,57,99,98,20,63,99,77,33,363,339,78409,62083,81338,87422,,68329,366,42.7,99.5,0.5,0,0.5,0.3,36250,332,36417,,31016,41250,40417,130625,915,256,88,168,72,156,79,60,64,55,28
860Z200US64011,ZCTA5 64011,64011,2239,2352,46.5,395,277,74,174,415,414,507,736,729,251,468,146,5,1683,1457,104576,89129,112019,126172,39943,54273,2146,50.7,99.7,0.3,0.2,0.1,1,47707,1716,52227,51500,27359,59688,82943,108642,4591,880,440,440,107,8,455,301,64,634,19.2
860Z200US64012,ZCTA5 64012,64012,13534,15446,39.1,1875,1426,2049,1731,1619,4327,3329,3536,2292,1787,3168,1468,373,12722,11891,94787,86758,107556,102020,43399,56401,14592,41.3,97.8,2.2,0.7,1.5,4.3,45826,12898,47250,35441,42390,43941,56509,73750,28794,4228,1795,2433,1327,579,1511,1884,568,1505,14.7
860Z200US64014,ZCTA5 64014,64014,13140,15294,37.4,2360,1966,1943,2132,1296,3802,3590,4169,1877,1770,2236,989,304,11068,10835,108208,94282,120699,106415,56797,68274,14554,42.9,95,5,2.9,2.1,7,51865,12495,53678,8652,43810,48936,60498,78391,28256,3184,1556,1628,922,595,1309,1126,359,1013,11.3
860Z200US64015,ZCTA5 64015,64015,15481,16333,38.4,1847,2610,2409,1974,1452,3896,4102,3913,1678,2299,3325,1806,503,13147,12563,103870,106637,126867,126269,41663,51440,15592,43.1,97,3,1.5,1.5,4.2,53802,13227,56965,,46148,54773,69613,82321,31704,3828,2053,1775,1097,584,1662,1473,406,1108,12.1
860Z200US64016,ZCTA5 64016,64016,2306,2394,38.5,310,289,388,351,194,724,438,510,449,314,552,131,50,1817,1731,100622,88810,106792,97870,70547,80526,2433,46.3,98.6,1.4,0.5,0.9,0.9,47389,2243,48516,28333,44188,43681,93089,73542,4700,835,439,396,157,207,360,276,120,126,17.8
860Z200US64017,ZCTA5 64017,64017,163,125,51,8,8,9,4,2,54,14,81,28,13,44,22,1,186,122,70558,66250,81199,83500,33750,31644,114,41.5,98.2,1.8,0.9,0.9,0.9,45172,94,41250,,44375,31667,,,288,65,14,51,13,6,34,43,26,31,22.6
860Z200US64018,ZCTA5 64018,64018,663,441,35.2,80,30,226,37,34,144,49,258,65,40,71,40,30,446,376,125414,113750,141392,130750,35833,47716,473,45.6,99.4,0.6,0.4,0.2,5.1,81736,437,82083,,61250,54226,106276,95000,1104,94,51,43,41,23,32,50,24,34,8.5
860Z200US64019,ZCTA5 64019,64019,1281,1036,44.9,154,165,83,123,105,202,334,331,189,32,412,185,2,1039,932,87419,88167,94099,88375,44444,51609,1005,43.9,100,0,0,0,0.2,49611,907,49508,,61233,47574,67266,"2,500-",2201,358,219,139,134,40,106,203,45,64,16.3
860Z200US64020,ZCTA5 64020,64020,1510,1418,50.3,187,199,95,116,137,281,248,544,281,241,269,196,134,1469,1219,83814,82446,105622,94727,29308,38725,1398,50.2,100,0,0,0,1.3,44559,1242,44853,37500,40481,49361,,45000,2869,399,247,152,114,59,218,187,115,177,13.9
860Z200US64021,ZCTA5 64021,64021,372,303,37.1,79,40,39,31,68,71,41,111,39,27,81,39,9,257,203,96703,101250,110095,100000,58438,63297,326,46.1,100,0,0,0,0,49274,293,50685,35179,58625,39167,49453,50179,675,128,70,58,27,24,65,46,43,47,19
860Z200US64022,ZCTA5 64022,64022,50,77,33.8,11,3,30,5,0,18,10,9,12,5,9,14,1,61,45,67944,77500,91369,77500,28958,35889,37,36.3,100,0,0,0,5.4,83352,35,83239,,,,83846,,127,9,3,6,1,2,2,6,1,6,7.1
860Z200US64024,ZCTA5 64024,64024,7720,7867,38.3,626,1064,1097,1169,955,2078,1896,1842,855,1375,1434,959,237,6165,5708,86817,90273,99072,93831,41653,52003,7614,40.1,95.1,4.9,3.7,1.2,6.6,43514,6930,47149,38083,42077,49347,62330,91750,15426,2296,1076,1220,694,477,976,1147,405,685,14.9
860Z200US64028,ZCTA5 64028,64028,150,112,50.4,4,17,16,19,13,29,17,49,21,13,38,20,6,119,103,119850,123056,122834,123542,85417,97867,128,50.8,85.9,14.1,1.6,12.5,14.8,60833,118,61875,48333,71250,60417,90833,,262,59,28,31,16,3,26,30,6,16,22.5
860Z200US64029,ZCTA5 64029,64029,10746,10897,37.2,1219,1846,2080,1730,1045,2067,3968,2751,1097,1027,1886,730,197,8185,7749,111538,103544,125298,116827,55608,65993,11393,42.4,97,3,1.8,1.2,2.8,51642,9547,56959,48942,44192,51695,74273,69412,21608,2238,1020,1218,469,346,1026,1018,288,697,10.4
860Z200US64030,ZCTA5 64030,64030,12644,13029,35.1,1582,1503,1930,1470,1754,4563,3524,2592,1559,1389,2389,1078,340,11869,11160,67001,64867,78580,81992,40049,49433,12632,37.7,88.1,11.9,4.9,7,15.2,39806,10961,40663,39554,35938,37518,54420,56071,25462,3574,1641,1933,748,879,1310,1854,657,1301,14
860Z200US64034,ZCTA5 64034,64034,4489,4254,41.4,498,622,553,634,338,848,1271,1626,706,365,962,284,36,3269,3209,137861,119787,143801,134974,70926,97697,4719,46,99.7,0.3,0,0.3,2.5,67712,4002,68859,40833,58018,68087,78831,120225,8696,668,439,229,279,151,232,247,80,148,7.7
860Z200US64035,ZCTA5 64035,64035,615,542,36,61,52,121,60,56,214,168,132,76,68,75,72,2,468,446,96379,90000,102636,98036,76204,72414,634,37.1,100,0,0,0,0.6,46455,577,47500,46086,40089,56507,60417,53000,1157,123,62,61,31,20,51,68,17,32,10.6
860Z200US64036,ZCTA5 64036,64036,352,199,26.6,14,18,28,20,164,97,49,58,13,43,38,7,2,237,193,45875,,43625,59583,42813,44607,327,25.4,100,0,0,0,0,,321,36912,37344,,43750,,,522,39,9,30,8,7,16,24,6,6,7.5
860Z200US64037,ZCTA5 64037,64037,3201,3124,42.1,203,281,383,298,273,975,940,626,507,385,898,320,236,3060,2557,92525,91644,99607,98600,59291,76003,3451,41.4,96.3,3.7,1.8,2,3.7,42033,3319,42304,,38452,43250,55385,53447,6258,1293,742,551,426,99,583,749,271,464,20.7
860Z200US64040,ZCTA5 64040,64040,3016,2952,41.8,365,378,439,256,163,935,617,887,595,284,673,246,130,2621,2312,82563,78900,95985,85625,41368,48550,2636,46,98.3,1.7,0.5,1.3,4.9,43460,2424,40974,41250,34981,39574,49938,85278,5884,727,400,327,190,185,247,362,127,262,12.4
860Z200US64048,ZCTA5 64048,64048,2292,2080,44.3,286,203,269,313,328,428,415,925,199,379,330,218,79,1648,1447,128690,114643,146976,120887,56186,56539,2370,45.6,100,0,0,0,1.2,50427,2096,55896,54000,53253,61754,45833,100938,4372,451,245,206,168,61,173,176,72,128,10.3
860Z200US64050,ZCTA5 64050,64050,10028,10500,42.1,922,1146,911,1110,1769,2863,2273,2464,1196,1704,2343,1062,765,10338,9382,65527,71458,80398,83659,29899,45166,9493,39.2,94,6,2.7,3.3,9.1,37582,8956,41907,31385,37403,45300,53060,56071,20019,4244,1821,2423,1072,948,1793,2117,542,1582,21.2
860Z200US64052,ZCTA5 64052,64052,11549,11396,36.4,1657,1602,1522,1294,1241,3726,2767,2816,1434,1537,1921,919,509,10570,9424,65337,63574,69987,71504,45832,54009,10690,38.9,85.4,14.6,3.3,11.3,16.3,40328,9763,39555,25357,36453,40393,55107,47543,22892,3858,2098,1760,1241,760,1454,1769,610,1028,16.9
860Z200US64053,ZCTA5 64053,64053,3465,3352,32.1,538,493,546,726,325,1021,892,895,435,344,409,182,11,2751,2450,61154,58945,63906,61314,29333,44133,2591,40,83.7,16.3,2.6,13.7,23.4,33223,2365,36226,16823,40133,32388,46576,,6817,1199,779,420,350,371,421,697,269,419,17.6
860Z200US64054,ZCTA5 64054,64054,1602,1507,42,187,226,95,125,142,555,410,296,244,290,382,92,65,1674,1323,63899,61820,78882,67313,33115,43998,1431,40.7,95.5,4.5,1.1,3.4,6.7,34350,1361,35372,30625,32720,53125,50500,,3109,764,419,345,232,157,331,517,212,444,24.6
860Z200US64055,ZCTA5 64055,64055,17548,18544,40,2123,2112,2645,2163,1909,4979,3923,3607,2378,2430,4134,2538,1151,16900,15932,76985,83459,94063,96492,41482,51483,16813,40.9,95.1,4.9,2.6,2.4,8.2,44785,14814,47267,30903,44139,45577,57048,62847,35954,5687,2682,3005,1731,1012,2818,2860,1161,2513,15.8
860Z200US64056,ZCTA5 64056,64056,8511,9097,32.2,1717,1626,1566,883,798,3087,2313,1670,1097,731,1305,591,224,6451,6110,81007,74844,87522,95028,46330,50032,8069,36.7,96.7,3.3,2.3,1,3.5,38214,7127,40837,31813,41542,41426,40592,59018,17608,2451,1236,1215,661,269,961,1080,232,716,13.9
860Z200US64057,ZCTA5 64057,64057,6835,7674,42.4,804,613,669,1135,867,1700,2047,1532,872,856,1578,1240,596,6652,6130,91617,96305,110175,107240,40508,56137,6757,41.9,96.9,3.1,2,1.1,4.7,46316,5990,51671,36178,44558,49063,59727,70226,14111,1895,756,1139,588,273,579,1209,240,664,13.4
860Z200US64058,ZCTA5 64058,64058,2950,3660,42.1,547,515,447,275,219,697,1016,740,409,749,581,275,140,2780,2520,86203,82424,93789,107461,59315,66928,2922,45,95.8,4.2,4.2,0,3.7,52901,2608,52854,16769,50731,58272,46959,44671,6543,961,285,676,319,174,515,357,181,365,14.7
860Z200US64060,ZCTA5 64060,64060,7905,8386,43.6,806,899,1286,1039,596,1622,2252,2740,927,977,2063,837,247,6641,6396,124772,122500,143390,131627,50891,62561,8504,45.6,99.3,0.7,0.5,0.2,3,62777,7248,63074,44154,49230,58950,71285,74709,16150,1430,718,712,502,196,436,572,107,436,8.9
860Z200US64061,ZCTA5 64061,64061,1505,1644,42.4,222,262,221,227,69,313,401,547,246,184,237,200,20,1259,1115,98811,106161,109721,108852,33026,65968,1505,45.5,91.6,8.4,1.6,6.8,8.6,49621,1337,51031,37292,55185,46570,65192,49708,3149,349,148,201,143,46,116,155,81,105,11.1
860Z200US64062,ZCTA5 64062,64062,3264,3488,38.4,402,558,566,575,370,515,1031,884,382,403,629,362,75,2518,2337,134470,95123,141064,95852,43088,115684,2948,43.3,99.4,0.6,0.6,0,0.8,51574,2484,51065,27014,57804,41734,51324,81458,6714,884,394,490,184,126,419,530,158,325,13.2
860Z200US64063,ZCTA5 64063,64063,11102,10328,35.4,1285,1493,1494,1658,1270,3256,3102,2426,1759,1210,1237,704,536,9104,8758,95174,91131,107905,117756,48457,66936,11290,40.5,94.6,5.4,4.4,0.9,6.2,50643,9928,50773,45289,40020,49168,64274,80967,21268,2107,1075,1032,547,341,716,853,237,646,9.9
860Z200US64064,ZCTA5 64064,64064,9467,10488,41.8,1224,1206,1880,1474,672,1491,2958,2603,1598,1107,2065,1367,310,7870,7471,142880,136300,160698,151980,59604,77022,9936,45.7,94.4,5.6,4.2,1.4,6.7,65975,7949,71862,37031,37829,62500,80995,90613,19796,1677,884,793,786,125,353,716,145,451,8.5
860Z200US64065,ZCTA5 64065,64065,41,43,27.7,8,0,0,16,13,19,2,19,4,3,0,0,0,24,18,182111,,,,60625,62122,58,28.9,100,0,0,0,0,,58,74107,,,88125,,,84,0,0,0,0,0,0,0,0,0,0
860Z200US64066,ZCTA5 64066,64066,42,70,30,5,11,8,19,11,4,22,20,0,4,2,3,3,55,29,82128,97500,92446,91250,,,79,42.2,100,0,0,0,2.5,24083,79,24632,,,36875,23750,,112,9,0,9,0,0,9,0,0,0,8
860Z200US64067,ZCTA5 64067,64067,2771,3069,37.4,351,380,783,317,196,750,910,251,647,363,520,322,50,2553,2262,83862,101693,100913,105531,50075,57752,2503,41.5,98.8,1.2,0,1.2,1.2,50373,2383,47295,35938,52042,51506,55118,54955,5680,682,396,286,84,111,293,383,84,168,12
860Z200US64068,ZCTA5 64068,64068,18672,18794,38.1,2534,2558,2681,2584,2184,4610,5002,4276,2390,2683,3556,1919,489,14656,13912,105047,110655,122638,121015,44784,58110,18378,43.5,97,3,1.6,1.4,3.6,54206,15894,58358,26667,46995,52815,64827,79150,36930,4675,2350,2325,1291,736,1914,2010,673,1463,12.7
860Z200US64070,ZCTA5 64070,64070,1642,1580,44.5,137,192,240,139,154,260,553,468,233,270,428,124,24,1278,1235,128134,124333,140467,126623,31797,52589,1763,44.9,99.5,0.5,0.2,0.3,0.8,66426,1437,67520,,67270,51004,72344,81607,3207,285,152,133,70,20,69,179,72,109,8.9
860Z200US64071,ZCTA5 64071,64071,419,396,35.9,56,78,42,59,29,122,73,131,32,49,113,25,6,313,248,177026,122533,193874,122895,72917,62812,411,44.5,98.5,1.5,0,1.5,1.5,40302,351,40161,41875,15667,51250,40278,,813,112,63,49,36,11,55,38,13,34,13.8
